user_id,cluster,rfm_label
U000001,1,潜力用户
U000002,2,潜力用户
U000003,2,一般用户
U000004,2,一般用户
U000005,1,一般用户
U000006,2,流失风险用户
U000007,2,一般用户
U000008,2,流失风险用户
U000009,2,流失风险用户
U000010,2,流失风险用户
U000011,2,高价值用户
U000012,3,高价值用户
U000013,2,一般用户
U000014,1,一般用户
U000015,1,一般用户
U000016,1,一般用户
U000017,1,高价值用户
U000018,1,一般用户
U000019,1,潜力用户
U000020,1,高价值用户
U000021,2,流失风险用户
U000022,1,流失风险用户
U000023,2,流失风险用户
U000024,2,流失风险用户
U000025,1,潜力用户
U000026,3,高价值用户
U000027,1,一般用户
U000028,2,一般用户
U000029,1,高价值用户
U000030,2,一般用户
U000031,1,潜力用户
U000032,1,流失风险用户
U000033,3,潜力用户
U000034,2,流失风险用户
U000035,1,高价值用户
U000036,2,一般用户
U000037,1,一般用户
U000038,3,潜力用户
U000039,1,潜力用户
U000040,1,高价值用户
U000041,1,潜力用户
U000042,1,潜力用户
U000043,2,一般用户
U000044,2,一般用户
U000045,1,潜力用户
U000046,1,潜力用户
U000047,1,一般用户
U000048,2,一般用户
U000049,1,潜力用户
U000050,1,一般用户
U000051,1,一般用户
U000052,1,一般用户
U000053,1,潜力用户
U000054,1,一般用户
U000055,2,流失风险用户
U000056,1,流失风险用户
U000057,2,一般用户
U000058,2,一般用户
U000059,1,一般用户
U000060,2,一般用户
U000061,1,一般用户
U000062,1,一般用户
U000063,1,一般用户
U000064,1,一般用户
U000065,1,一般用户
U000066,3,流失风险用户
U000067,1,潜力用户
U000068,1,潜力用户
U000069,2,一般用户
U000070,1,高价值用户
U000071,1,潜力用户
U000072,2,一般用户
U000073,2,流失风险用户
U000074,1,高价值用户
U000075,1,一般用户
U000076,0,流失风险用户
U000077,1,高价值用户
U000078,1,高价值用户
U000079,3,一般用户
U000080,1,高价值用户
U000081,1,潜力用户
U000082,1,流失风险用户
U000083,2,一般用户
U000084,2,流失风险用户
U000085,3,潜力用户
U000086,2,潜力用户
U000087,1,潜力用户
U000088,1,高价值用户
U000089,2,一般用户
U000090,1,一般用户
U000091,1,一般用户
U000092,3,潜力用户
U000093,0,流失风险用户
U000094,2,流失风险用户
U000095,0,流失风险用户
U000096,3,一般用户
U000097,2,高价值用户
U000098,1,潜力用户
U000099,1,高价值用户
U000100,1,潜力用户
U000101,1,潜力用户
U000102,1,高价值用户
U000103,1,流失风险用户
U000104,2,流失风险用户
U000105,1,潜力用户
U000106,2,高价值用户
U000107,1,潜力用户
U000108,3,一般用户
U000109,2,潜力用户
U000110,3,潜力用户
U000111,1,高价值用户
U000112,1,潜力用户
U000113,1,潜力用户
U000114,1,高价值用户
U000115,1,潜力用户
U000116,2,流失风险用户
U000117,2,潜力用户
U000118,1,高价值用户
U000119,0,流失风险用户
U000120,3,流失风险用户
U000121,3,高价值用户
U000122,1,潜力用户
U000123,2,流失风险用户
U000124,1,一般用户
U000125,1,潜力用户
U000126,1,高价值用户
U000127,3,一般用户
U000128,1,一般用户
U000129,1,高价值用户
U000130,2,流失风险用户
U000131,1,高价值用户
U000132,3,潜力用户
U000133,1,高价值用户
U000134,1,潜力用户
U000135,3,一般用户
U000136,1,潜力用户
U000137,1,流失风险用户
U000138,2,一般用户
U000139,1,高价值用户
U000140,1,一般用户
U000141,1,潜力用户
U000142,1,潜力用户
U000143,2,流失风险用户
U000144,1,潜力用户
U000145,2,一般用户
U000146,1,流失风险用户
U000147,3,流失风险用户
U000148,2,一般用户
U000149,1,一般用户
U000150,2,潜力用户
U000151,2,流失风险用户
U000152,1,潜力用户
U000153,1,潜力用户
U000154,3,高价值用户
U000155,2,流失风险用户
U000156,1,一般用户
U000157,0,流失风险用户
U000158,2,流失风险用户
U000159,1,潜力用户
U000160,1,高价值用户
U000161,1,高价值用户
U000162,3,潜力用户
U000163,3,一般用户
U000164,1,潜力用户
U000165,2,一般用户
U000166,2,潜力用户
U000167,2,流失风险用户
U000168,2,流失风险用户
U000169,3,流失风险用户
U000170,2,流失风险用户
U000171,0,流失风险用户
U000172,0,流失风险用户
U000173,1,高价值用户
U000174,1,潜力用户
U000175,1,潜力用户
U000176,2,一般用户
U000177,3,潜力用户
U000178,1,潜力用户
U000179,1,潜力用户
U000180,1,一般用户
U000181,2,流失风险用户
U000182,2,潜力用户
U000183,1,潜力用户
U000184,2,一般用户
U000185,2,流失风险用户
U000186,3,一般用户
U000187,3,高价值用户
U000188,2,流失风险用户
U000189,3,一般用户
U000190,3,高价值用户
U000191,2,高价值用户
U000192,3,一般用户
U000193,1,高价值用户
U000194,1,潜力用户
U000195,1,高价值用户
U000196,3,一般用户
U000197,1,高价值用户
U000198,2,流失风险用户
U000199,1,高价值用户
U000200,3,一般用户
U000201,2,流失风险用户
U000202,2,一般用户
U000203,2,潜力用户
U000204,3,一般用户
U000205,1,高价值用户
U000206,1,一般用户
U000207,1,潜力用户
U000208,2,一般用户
U000209,2,流失风险用户
U000210,1,潜力用户
U000211,1,潜力用户
U000212,1,潜力用户
U000213,1,一般用户
U000214,1,潜力用户
U000215,2,潜力用户
U000216,0,流失风险用户
U000217,0,流失风险用户
U000218,0,流失风险用户
U000219,2,高价值用户
U000220,2,一般用户
U000221,1,潜力用户
U000222,2,流失风险用户
U000223,2,一般用户
U000224,2,一般用户
U000225,2,潜力用户
U000226,2,流失风险用户
U000227,2,一般用户
U000228,1,潜力用户
U000229,1,潜力用户
U000230,1,高价值用户
U000231,3,潜力用户
U000232,1,潜力用户
U000233,2,流失风险用户
U000234,1,高价值用户
U000235,3,一般用户
U000236,2,高价值用户
U000237,1,潜力用户
U000238,1,潜力用户
U000239,0,流失风险用户
U000240,2,潜力用户
U000241,1,一般用户
U000242,2,流失风险用户
U000243,2,流失风险用户
U000244,2,潜力用户
U000245,2,潜力用户
U000246,2,流失风险用户
U000247,1,潜力用户
U000248,1,潜力用户
U000249,1,流失风险用户
U000250,1,潜力用户
U000251,1,一般用户
U000252,2,流失风险用户
U000253,2,一般用户
U000254,2,一般用户
U000255,2,一般用户
U000256,2,流失风险用户
U000257,3,一般用户
U000258,1,高价值用户
U000259,1,潜力用户
U000260,3,一般用户
U000261,1,高价值用户
U000262,2,流失风险用户
U000263,2,流失风险用户
U000264,1,潜力用户
U000265,1,一般用户
U000266,2,潜力用户
U000267,2,潜力用户
U000268,1,高价值用户
U000269,1,流失风险用户
U000270,2,潜力用户
U000271,1,潜力用户
U000272,1,一般用户
U000273,3,流失风险用户
U000274,1,高价值用户
U000275,2,流失风险用户
U000276,2,潜力用户
U000277,2,流失风险用户
U000278,1,潜力用户
U000279,1,潜力用户
U000280,1,高价值用户
U000281,2,流失风险用户
U000282,2,一般用户
U000283,2,潜力用户
U000284,1,一般用户
U000285,1,潜力用户
U000286,1,高价值用户
U000287,3,潜力用户
U000288,1,潜力用户
U000289,1,潜力用户
U000290,3,一般用户
U000291,1,高价值用户
U000292,1,潜力用户
U000293,2,潜力用户
U000294,2,一般用户
U000295,1,潜力用户
U000296,2,流失风险用户
U000297,0,流失风险用户
U000298,1,高价值用户
U000299,2,流失风险用户
U000300,2,流失风险用户
U000301,1,潜力用户
U000302,3,一般用户
U000303,1,潜力用户
U000304,2,潜力用户
U000305,1,潜力用户
U000306,1,潜力用户
U000307,1,一般用户
U000308,1,一般用户
U000309,1,流失风险用户
U000310,1,高价值用户
U000311,3,潜力用户
U000312,1,高价值用户
U000313,3,潜力用户
U000314,0,流失风险用户
U000315,1,潜力用户
U000316,1,潜力用户
U000317,0,流失风险用户
U000318,2,一般用户
U000319,3,流失风险用户
U000320,2,一般用户
U000321,2,一般用户
U000322,1,潜力用户
U000323,2,一般用户
U000324,2,流失风险用户
U000325,1,高价值用户
U000326,2,高价值用户
U000327,2,潜力用户
U000328,2,高价值用户
U000329,1,潜力用户
U000330,2,一般用户
U000331,3,一般用户
U000332,1,流失风险用户
U000333,0,流失风险用户
U000334,2,潜力用户
U000335,2,潜力用户
U000336,2,一般用户
U000337,2,一般用户
U000338,1,流失风险用户
U000339,1,一般用户
U000340,3,高价值用户
U000341,1,高价值用户
U000342,2,一般用户
U000343,1,高价值用户
U000344,2,流失风险用户
