user_id,cluster,rfm_label
U000001,0,潜力用户
U000002,0,潜力用户
U000003,1,一般用户
U000004,0,一般用户
U000005,0,一般用户
U000006,1,流失风险用户
U000007,1,一般用户
U000008,1,流失风险用户
U000009,1,流失风险用户
U000010,1,流失风险用户
U000011,0,高价值用户
U000012,2,高价值用户
U000013,0,一般用户
U000014,0,一般用户
U000015,0,一般用户
U000016,2,一般用户
U000017,0,高价值用户
U000018,0,一般用户
U000019,0,潜力用户
U000020,0,高价值用户
U000021,1,流失风险用户
U000022,0,流失风险用户
U000023,1,流失风险用户
U000024,0,流失风险用户
U000025,0,潜力用户
U000026,2,高价值用户
U000027,0,一般用户
U000028,0,一般用户
U000029,0,高价值用户
U000030,0,一般用户
U000031,0,潜力用户
U000032,0,流失风险用户
U000033,2,潜力用户
U000034,1,流失风险用户
U000035,0,高价值用户
U000036,1,一般用户
U000037,0,一般用户
U000038,2,潜力用户
U000039,0,潜力用户
U000040,0,高价值用户
U000041,0,潜力用户
U000042,0,潜力用户
U000043,1,一般用户
U000044,0,一般用户
U000045,0,潜力用户
U000046,0,潜力用户
U000047,0,一般用户
U000048,0,一般用户
U000049,0,潜力用户
U000050,0,一般用户
U000051,0,一般用户
U000052,0,一般用户
U000053,0,潜力用户
U000054,0,一般用户
U000055,0,流失风险用户
U000056,1,流失风险用户
U000057,1,一般用户
U000058,0,一般用户
U000059,0,一般用户
U000060,0,一般用户
U000061,0,一般用户
U000062,2,一般用户
U000063,0,一般用户
U000064,0,一般用户
U000065,0,一般用户
U000066,2,流失风险用户
U000067,0,潜力用户
U000068,0,潜力用户
U000069,0,一般用户
U000070,0,高价值用户
U000071,0,潜力用户
U000072,0,一般用户
U000073,1,流失风险用户
U000074,0,高价值用户
U000075,0,一般用户
U000076,1,流失风险用户
U000077,0,高价值用户
U000078,0,高价值用户
U000079,2,一般用户
U000080,0,高价值用户
U000081,0,潜力用户
U000082,0,流失风险用户
U000083,0,一般用户
U000084,1,流失风险用户
U000085,2,潜力用户
U000086,0,潜力用户
U000087,0,潜力用户
U000088,0,高价值用户
U000089,1,一般用户
U000090,0,一般用户
U000091,0,一般用户
U000092,2,潜力用户
U000093,1,流失风险用户
U000094,1,流失风险用户
U000095,1,流失风险用户
U000096,2,一般用户
U000097,0,高价值用户
U000098,0,潜力用户
U000099,0,高价值用户
U000100,0,潜力用户
U000101,0,潜力用户
U000102,0,高价值用户
U000103,0,流失风险用户
U000104,1,流失风险用户
U000105,0,潜力用户
U000106,0,高价值用户
U000107,0,潜力用户
U000108,1,一般用户
U000109,0,潜力用户
U000110,2,潜力用户
U000111,0,高价值用户
U000112,0,潜力用户
U000113,0,潜力用户
U000114,0,高价值用户
U000115,0,潜力用户
U000116,1,流失风险用户
U000117,0,潜力用户
U000118,0,高价值用户
U000119,1,流失风险用户
U000120,2,流失风险用户
U000121,2,高价值用户
U000122,0,潜力用户
U000123,0,流失风险用户
U000124,0,一般用户
U000125,0,潜力用户
U000126,0,高价值用户
U000127,2,一般用户
U000128,0,一般用户
U000129,2,高价值用户
U000130,1,流失风险用户
U000131,0,高价值用户
U000132,2,潜力用户
U000133,0,高价值用户
U000134,0,潜力用户
U000135,2,一般用户
U000136,0,潜力用户
U000137,0,流失风险用户
U000138,1,一般用户
U000139,0,高价值用户
U000140,0,一般用户
U000141,0,潜力用户
U000142,0,潜力用户
U000143,1,流失风险用户
U000144,0,潜力用户
U000145,0,一般用户
U000146,0,流失风险用户
U000147,2,流失风险用户
U000148,0,一般用户
U000149,0,一般用户
U000150,0,潜力用户
U000151,0,流失风险用户
U000152,0,潜力用户
U000153,2,潜力用户
U000154,2,高价值用户
U000155,1,流失风险用户
U000156,0,一般用户
U000157,1,流失风险用户
U000158,0,流失风险用户
U000159,0,潜力用户
U000160,0,高价值用户
U000161,0,高价值用户
U000162,2,潜力用户
U000163,2,一般用户
U000164,0,潜力用户
U000165,0,一般用户
U000166,0,潜力用户
U000167,1,流失风险用户
U000168,0,流失风险用户
U000169,2,流失风险用户
U000170,0,流失风险用户
U000171,1,流失风险用户
U000172,1,流失风险用户
U000173,0,高价值用户
U000174,0,潜力用户
U000175,0,潜力用户
U000176,1,一般用户
U000177,2,潜力用户
U000178,0,潜力用户
U000179,2,潜力用户
U000180,0,一般用户
U000181,1,流失风险用户
U000182,0,潜力用户
